Temps - Trac� Amplitude - Trac�

0	 0

0	-37.2376

1.84E-8	-37.3056

3.68E-8	-37.4585

5.52E-8	-37.6582

7.36E-8	-37.6973

9.2E-8	-37.6129

1.104E-7	-37.3461

1.288E-7	-36.9662

1.472E-7	-36.5313

1.656E-7	-36.2656

1.84E-7	-36.1899

2.024E-7	-36.248

2.208E-7	-36.2455

2.392E-7	-36.2102

2.576E-7	-36.2957

2.76E-7	-36.6409

2.944E-7	-37.0903

3.128E-7	-37.5313

3.312E-7	-37.8008

3.496E-7	-37.849

3.68E-7	-37.6108

3.864E-7	-37.3077

4.048E-7	-37.1457

4.232E-7	-37.2024

4.416E-7	-37.3618

4.6E-7	-37.6005

4.784E-7	-37.868

4.968E-7	-38.0943

5.152E-7	-38.0559

5.336E-7	-37.8318

5.52E-7	-37.3994

5.704E-7	-37.092

5.888E-7	-37.1473

6.072E-7	-37.4946

6.256E-7	-37.8237

6.44E-7	-38.0519

6.624E-7	-38.1299

6.808E-7	-38.0592

6.992E-7	-37.876

7.176E-7	-37.7451

7.36E-7	-37.4948

7.544E-7	-37.2982

7.728E-7	-37.0614

7.912E-7	-36.8441

8.096E-7	-36.6293

8.28E-7	-36.5138

8.464E-7	-36.5697

8.648E-7	-36.7835

8.832E-7	-36.9394

9.016E-7	-36.984

9.2E-7	-36.9459

9.384E-7	-36.9437

9.568E-7	-37.1212

9.752E-7	-37.5078

9.936E-7	-37.8059

1.012E-6	-37.9143

1.0304E-6	-38.0071

1.0488E-6	-38.1739

1.0672E-6	-38.2328

1.0856E-6	-38.2897

1.104E-6	-38.2322

1.1224E-6	-38.0905

1.1408E-6	-37.8771

1.1592E-6	-37.6761

1.1776E-6	-37.3958

1.196E-6	-37.2467

1.2144E-6	-37.2727

1.2328E-6	-37.5119

1.2512E-6	-37.817

1.2696E-6	-38.0502

1.288E-6	-38.0535

1.3064E-6	-37.9765

1.3248E-6	-37.7897

1.3432E-6	-37.5842

1.3616E-6	-37.3096

1.38E-6	-37.1072

1.3984E-6	-36.9446

1.4168E-6	-37.0259

1.4352E-6	-37.1006

1.4536E-6	-37.1003

1.472E-6	-36.8749

1.4904E-6	-36.5065

1.5088E-6	-36.1871

1.5272E-6	-36.1446

1.5456E-6	-36.279

1.564E-6	-36.5837

1.5824E-6	-36.8855

1.6008E-6	-37.0893

1.6192E-6	-37.0601

1.6376E-6	-36.961

1.656E-6	-36.8422

1.6744E-6	-36.9222

1.6928E-6	-37.1666

1.7112E-6	-37.4581

1.7296E-6	-37.6041

1.748E-6	-37.6175

1.7664E-6	-37.5439

1.7848E-6	-37.4511

1.8032E-6	-37.1844

1.8216E-6	-36.9733

1.84E-6	-36.9612

1.8584E-6	-37.3142

1.8768E-6	-37.8744

1.8952E-6	-38.4866

1.9136E-6	-38.7165

1.932E-6	-38.5443

1.9504E-6	-38.2195

1.9688E-6	-37.9015

1.9872E-6	-37.5805

2.0056E-6	-37.3309

2.024E-6	-37.0087

2.0424E-6	-36.7354

2.0608E-6	-36.4891

2.0792E-6	-36.4343

2.0976E-6	-36.4816

2.116E-6	-36.6937

2.1344E-6	-36.7252

2.1528E-6	-36.5226

2.1712E-6	-36.2327

2.1896E-6	-36.1343

2.208E-6	-36.2438

2.2264E-6	-36.579

2.2448E-6	-37.0582

2.2632E-6	-37.5981

2.2816E-6	-37.7942

2.3E-6	-37.617

2.3184E-6	-37.1529

2.3368E-6	-36.818

2.3552E-6	-36.7822

2.3736E-6	-37.0417

2.392E-6	-37.2007

2.4104E-6	-37.1063

2.4288E-6	-36.8654

2.4472E-6	-36.7928

2.4656E-6	-36.7354

2.484E-6	-36.7133

2.5024E-6	-36.7504

2.5208E-6	-36.9618

2.5392E-6	-37.2005

2.5576E-6	-37.5127

2.576E-6	-37.8779

2.5944E-6	-38.1538

2.6128E-6	-38.1014

2.6312E-6	-37.8206

2.6496E-6	-37.4258

2.668E-6	-37.3392

2.6864E-6	-37.5988

2.7048E-6	-38.0145

2.7232E-6	-38.1556

2.7416E-6	-38.001

