Temps   Amplitude

0.0 0.0

1.4904e-06 5.787218675667958

1.5088e-06 5.7815136426371945

1.5272e-06 5.7372815862566835

1.5456e-06 5.680624965617779

1.564e-06 5.6272906447063855

1.5824e-06 5.6108466384316715

1.6008e-06 5.63820893546878

1.6192e-06 5.692205196582428

1.6376e-06 5.725242352948913

1.656e-06 5.727154616386745

1.6744e-06 5.700640314912001

1.6928e-06 5.673041512275403

1.7112e-06 5.6509291271436055

1.7296e-06 5.64427143216908

1.748e-06 5.639361666004406

1.7664e-06 5.64040778667642

1.7848e-06 5.646361660396897

1.8032e-06 5.672098377144036

1.8216e-06 5.688400478166072

1.84e-06 5.6897100101850535

1.8584e-06 5.666436269826036

1.8768e-06 5.635876151939466

1.8952e-06 5.604988849230657

1.9136e-06 5.607263147026363

1.932e-06 5.639361666004406

1.9504e-06 5.680783396680426

1.9688e-06 5.721494559990423

1.9872e-06 5.7588974639248445

2.0056e-06 5.784116181405764

2.024e-06 5.808028925547807

2.0424e-06 5.809888122847117

2.0608e-06 5.8017583541543685

2.0792e-06 5.773040793204219

2.0976e-06 5.750078260336984

2.116e-06 5.7249890829590235

2.1344e-06 5.734701387169169

2.1528e-06 5.764893754441621

2.1712e-06 5.794126336213251

2.1896e-06 5.794255776197664

2.208e-06 5.763393097820067

2.2264e-06 5.710928120717333

2.2448e-06 5.6528930646174445

2.2632e-06 5.588890766511723

2.2816e-06 5.566336317543165

2.3e-06 5.60167831993234

2.3184e-06 5.680528144459809

2.3368e-06 5.729214605860039

2.3552e-06 5.736723803705386

2.3736e-06 5.7155839596667635

2.392e-06 5.713160246308518

2.4104e-06 5.74193347227221

2.4288e-06 5.772018710988384

2.4472e-06 5.751791025411128

2.4656e-06 5.713921595541891

2.484e-06 5.704252799447094

2.5024e-06 5.7313349230349475

2.5208e-06 5.753503280610866

2.5392e-06 5.751825797083915

2.5576e-06 5.697332709259658

2.576e-06 5.614258633158968

2.5944e-06 5.5555737777478935

2.6128e-06 5.5656086818963475

2.6312e-06 5.621716819620142

2.6496e-06 5.690571148839104

2.668e-06 5.711882351729594

2.6864e-06 5.692881519933469

2.7048e-06 5.654484945598494

2.7232e-06 5.633906282500624

2.7416e-06 5.628800938032895

2.76e-06 5.63833308700364

2.7784e-06 5.6334625231734705

2.7968e-06 5.629289475591036

2.8152e-06 5.621316571765018

2.8336e-06 5.623726522511563

2.852e-06 5.61534504727893

2.8704e-06 5.6078248902760865

2.8888e-06 5.604765829185016

2.9072e-06 5.627121822033001

2.9256e-06 5.664406411972926

2.944e-06 5.712197475578028

2.9624e-06 5.768769366164676

2.9808e-06 5.821855374363056

2.9992e-06 5.858190847010706

3.0176e-06 5.875899931074389

3.036e-06 5.864520440752169

3.0544e-06 5.830025728931219

3.0728e-06 5.781288783653694

3.0912e-06 5.743935932790337

3.1096e-06 5.723879803070641

3.128e-06 5.721407169569388

3.1464e-06 5.711164504722308

3.1648e-06 5.711085711141097

3.1832e-06 5.715793908111103

3.2016e-06 5.7401655028404885

3.22e-06 5.778382126512576

3.2384e-06 5.8205755729137305

3.2568e-06 5.8388697536423955

3.2752e-06 5.826594202447945

3.2936e-06 5.799198220443926

3.312e-06 5.783467817840781

3.3304e-06 5.800706853479151

3.3488e-06 5.838604285272295

3.3672e-06 5.854750208164307

3.3856e-06 5.843834357679896

3.404e-06 5.792262079705994

3.4224e-06 5.733995116844799

3.4408e-06 5.683555225384899

3.4592e-06 5.661819495533217

3.4776e-06 5.646618457094475

3.496e-06 5.631909090175373

3.5144e-06 5.596347022835521

3.5328e-06 5.5666057880902615

3.5512e-06 5.569596035620537

3.5696e-06 5.617891063379566

3.588e-06 5.6848043062184646

3.6064e-06 5.740217765904008

3.6248e-06 5.759435736250557

3.6432e-06 5.755249777377173

3.6616e-06 5.753338161450273

3.68e-06 5.75317303755067

3.6984e-06 5.736209549868275

3.7168e-06 5.734352622572142

3.7352e-06 5.7712303714199455

3.7536e-06 5.836737102183034

3.772e-06 5.891621169084108

3.7904e-06 5.917643111915418

3.8088e-06 5.898881249864249

3.8272e-06 5.858540773947041

3.8456e-06 5.82661136510751

3.864e-06 5.815178415147725

3.8824e-06 5.812022023358136

3.9008e-06 5.823246517192965

3.9192e-06 5.850017093992119

3.9376e-06 5.8782820619633425

3.956e-06 5.885074341076755

3.9744e-06 5.855108880285661

3.9928e-06 5.774556260008209

4.0112e-06 5.666056829930317

4.0296e-06 5.559433424369789

4.048e-06 5.50708634397537

4.0664e-06 5.513256750778073

4.0848e-06 5.562481460643262

4.1032e-06 5.6045428002648

4.1216e-06 5.631678257855291

4.14e-06 5.639796095604876

4.1584e-06 5.640842135709881

4.1768e-06 5.640886455159331

4.1952e-06 5.642676669808398

4.2136e-06 5.640638261757264

4.232e-06 5.650752162323172

4.2504e-06 5.676733215503438

4.2688e-06 5.6950768212553555

4.2872e-06 5.688013713063638

4.3056e-06 5.665394955340713

4.324e-06 5.628454494796951

4.3424e-06 5.60985739569198

4.3608e-06 5.636390689084638

4.3792e-06 5.690518429809361

4.3976e-06 5.739564443405092

4.416e-06 5.778200411892963

4.4344e-06 5.809982788270546

4.4528e-06 5.81601237962919

4.4712e-06 5.792918090220161

4.4896e-06 5.746781708051907

4.508e-06 5.684452480230616

4.5264e-06 5.637765514811697

4.5448e-06 5.61272661012453

4.5632e-06 5.615300526240782

4.5816e-06 5.603837970534124

4.6e-06 5.592378742538813

4.6184e-06 5.611639689074842

4.6368e-06 5.65713708513414

4.6552e-06 5.691230095506595

4.6736e-06 5.705514875977452

4.692e-06 5.695761582088914

4.7104e-06 5.660715502478463

4.7288e-06 5.623326417699759

4.7472e-06 5.6066389218497035

4.7656e-06 5.587906584759627

4.784e-06 5.570511646159623

4.8024e-06 5.5752488733687935

4.8208e-06 5.604391135529354

4.8392e-06 5.662075591159129

4.8576e-06 5.72137221302722

4.876e-06 5.759019013686273

4.8944e-06 5.755892632772088

4.9128e-06 5.7225256661722375

4.9312e-06 5.685736539798516

4.9496e-06 5.671014018674262

4.968e-06 5.689033309798775

4.9864e-06 5.7072935792720525

5.0048e-06 5.718321432028808

5.0232e-06 5.709465824400738

5.0416e-06 5.691581502535126

5.06e-06 5.678925954791099

5.0784e-06 5.685235263381807

5.0968e-06 5.692266683843966

5.1152e-06 5.687424724776584

5.1336e-06 5.66115712553538

5.152e-06 5.633453647630377

5.1704e-06 5.653264543606641

5.1888e-06 5.7098423796108415

5.2072e-06 5.769410715142405

5.2256e-06 5.797568455826977

5.244e-06 5.801129200422966

5.2624e-06 5.78945593298714

5.2808e-06 5.782309227289734

5.2992e-06 5.784885478555301

5.3176e-06 5.775525950075889

5.336e-06 5.769922009871537

5.3544e-06 5.792106697912255

5.3728e-06 5.837473768677681

5.3912e-06 5.887427281928838

5.4096e-06 5.913805881156398

5.428e-06 5.8966091951222275

5.4464e-06 5.838047618853412

5.4648e-06 5.762777108304641

5.4832e-06 5.705891691926863

5.5016e-06 5.672821167637844

5.52e-06 5.679656679765072

5.5384e-06 5.708765190476834

5.5568e-06 5.732905022761147

5.5752e-06 5.747086218250079

5.5936e-06 5.7477821809807645

5.612e-06 5.7411584196919705

5.6304e-06 5.739451193276236

5.6488e-06 5.762351950375819

5.6672e-06 5.79779268342703

5.6856e-06 5.8417719914423225

5.704e-06 5.869114072839272

5.7224e-06 5.8421656943294575

5.7408e-06 5.765604911889125

5.7592e-06 5.694953906749378

5.7776e-06 5.656933798445938

5.796e-06 5.6483094816059785

5.8144e-06 5.664088629250076

5.8328e-06 5.6827282180304906

5.8512e-06 5.694910008068609

5.8696e-06 5.702920304545732

5.888e-06 5.699921052084845

5.9064e-06 5.678291996718731

5.9248e-06 5.6610423068548075

5.9432e-06 5.673535053209771

5.9616e-06 5.6938212125074665

5.98e-06 5.68859385085629

5.9984e-06 5.656712826368332

6.0168e-06 5.642774140438371

6.0352e-06 5.667971418417705

6.0536e-06 5.72435149165388

6.072e-06 5.772105335144188

6.0904e-06 5.776339671452848

6.1088e-06 5.741228091619424

6.1272e-06 5.702008418092698

6.1456e-06 5.6862641514442505

6.164e-06 5.695919592129088

6.1824e-06 5.720314676658969

6.2008e-06 5.742342727493719

6.2192e-06 5.754589472759982

6.2376e-06 5.770173307622572

6.256e-06 5.778390779447164

6.2744e-06 5.777161932990973

6.2928e-06 5.765951786132104

6.3112e-06 5.740452943801561

6.3296e-06 5.704340452672859

6.348e-06 5.702578364213858

6.3664e-06 5.735006538793133

6.3848e-06 5.774997835497429

6.4032e-06 5.785300337925421

6.4216e-06 5.771446958952322

6.44e-06 5.737551742686073

6.4584e-06 5.706014370819617

6.4768e-06 5.690421776986307

6.4952e-06 5.691520007871359

6.5136e-06 5.705804062531414

6.532e-06 5.732556148874601

6.5504e-06 5.75994791643119

6.5688e-06 5.76197882675735

6.5872e-06 5.740095818015584

6.6056e-06 5.730401382102305

6.624e-06 5.72547814597174

6.6424e-06 5.7183826384739245

6.6608e-06 5.70346385979608

6.6792e-06 5.689920913334385

6.6976e-06 5.683933497147904

6.716e-06 5.709938703699016

6.7344e-06 5.74779087998163

6.7528e-06 5.777464841952741

6.7712e-06 5.7911915872296955

6.7896e-06 5.804558553412998

6.808e-06 5.8080719692510705

6.8264e-06 5.781963334370082

6.8448e-06 5.735538335675214

6.8632e-06 5.682666627561395

6.8816e-06 5.631633865939794

6.9e-06 5.592682719411141

6.9184e-06 5.574979820591282

6.9368e-06 5.5894096289322

6.9552e-06 5.621049724028422

6.9736e-06 5.658586395911968

6.992e-06 5.676248761285925

7.0104e-06 5.668227236094192

7.0288e-06 5.646087140666535

7.0472e-06 5.634704961220241

7.0656e-06 5.643243748058381

7.084e-06 5.6642740046717375

7.1024e-06 5.687240103952004

7.1208e-06 5.7340910352034005

7.1392e-06 5.78542133297135

7.1576e-06 5.8440311429697225

7.176e-06 5.8785372330197925

7.1944e-06 5.881249867162591

7.2128e-06 5.846058501246801

7.2312e-06 5.799198220443925

7.2496e-06 5.758775911597881

7.268e-06 5.745868080629767

7.2864e-06 5.74583327290307

7.3048e-06 5.734849605700223

7.3232e-06 5.7156626912371244

7.3416e-06 5.722219848974697

7.36e-06 5.755988186228321

7.3784e-06 5.812813432409473

7.3968e-06 5.850658082643353

7.4152e-06 5.837619377794343

7.4336e-06 5.775577893163592

7.452e-06 5.721031375547594

7.4704e-06 5.701806731203715

7.4888e-06 5.730567162157685

7.5072e-06 5.774028056738208

7.5256e-06 5.796878470349366

7.544e-06 5.789715018893417

7.5624e-06 5.776434886675345

7.5808e-06 5.772754974879845

7.5992e-06 5.782542693314075

7.6176e-06 5.794178112554015

7.636e-06 5.785438617771344

7.6544e-06 5.756604902197128

7.6728e-06 5.728629853638652

7.6912e-06 5.702525756189094

7.7096e-06 5.689402429078118

7.728e-06 5.676037350123764

7.7464e-06 5.669550246712697

7.7648e-06 5.66850950427006

7.7832e-06 5.706101996985333

7.8016e-06 5.755128148008521

7.82e-06 5.789991364414976

7.8384e-06 5.787667924129718

7.8568e-06 5.744667092182105

7.8752e-06 5.671710500369355

7.8936e-06 5.616840749033214

7.912e-06 5.610534733873411

7.9304e-06 5.650053097095637

7.9488e-06 5.703849577259205

7.9672e-06 5.757733929246818

7.9856e-06 5.780527657575907

8.004e-06 5.7673564134705595

8.0224e-06 5.729877834648833

8.0408e-06 5.7188023221650175

8.0592e-06 5.742960908799571

8.0776e-06 5.800620656447032

8.096e-06 5.848315996934502

8.1144e-06 5.8632073134079095

8.1328e-06 5.823203585656267

8.1512e-06 5.763965648752601

8.1696e-06 5.719790205942872

8.188e-06 5.718111576386036

8.2064e-06 5.739459904903946

8.2248e-06 5.768847371875945

8.2432e-06 5.777430224589475

8.2616e-06 5.762230470920094

8.28e-06 5.734064875810179

8.2984e-06 5.719379336956066

8.3168e-06 5.718111576386036

8.3352e-06 5.734849605700223

8.3536e-06 5.7608419523538394

8.372e-06 5.78014705695279

8.3904e-06 5.784003803594876

8.4088e-06 5.792762726022878

8.4272e-06 5.79016407366838

8.4456e-06 5.792762726022877

8.464e-06 5.787348270149292

8.4824e-06 5.774807356094227

8.5008e-06 5.761111003964426

8.5192e-06 5.751738867507807

8.5376e-06 5.718732377022026

8.556e-06 5.655678562294714

8.5744e-06 5.593344259027868

8.5928e-06 5.564135152923588

8.6112e-06 5.5795877983951465

8.6296e-06 5.634358881008558

8.648e-06 5.6664980367066216

8.6664e-06 5.663859108417158

8.6848e-06 5.6457860391623065

8.7032e-06 5.64179935836077

8.7216e-06 5.637366406399357

8.74e-06 5.639609915588134

8.7584e-06 5.6367277741611765

8.7768e-06 5.6501238924469614

8.7952e-06 5.68145227912723

8.8136e-06 5.73979964807135

8.832e-06 5.772139984442512

8.8504e-06 5.750452156135202

8.8688e-06 5.673790620035251

8.8872e-06 5.605372422952823

8.9056e-06 5.58583923864624

8.924e-06 5.639813826714496

8.9424e-06 5.727250649308095

8.9608e-06 5.7649024276218235

8.9792e-06 5.708213380734817

8.9976e-06 5.633915157330645

9.016e-06 5.604587406758859

9.0344e-06 5.638067044652804

9.0528e-06 5.689253026540479

9.0712e-06 5.729389147195362

9.0896e-06 5.727416520561431

9.108e-06 5.712678881225515

9.1264e-06 5.701613806634048

9.1448e-06 5.712285006895227

9.1632e-06 5.719589146083834

9.1816e-06 5.740026132344695

9.2e-06 5.766992283677862

9.2184e-06 5.784557027119708

9.2368e-06 5.773309276316314

9.2552e-06 5.7609113862304815

9.2736e-06 5.744780239486973

9.292e-06 5.733672470589857

9.3104e-06 5.728254533450831

9.3288e-06 5.733000959358022

9.3472e-06 5.727224458671058

9.3656e-06 5.725451947226525

9.384e-06 5.729581136522983

9.4024e-06 5.738928471413457

9.4208e-06 5.725827451120056

9.4392e-06 5.7029816762812775

9.4576e-06 5.676742023379255

9.476e-06 5.666012707363089

9.4944e-06 5.66849186292086

9.5128e-06 5.679445395458961

9.5312e-06 5.6599823321279015

9.5496e-06 5.632131035407469

9.568e-06 5.626215424243902

9.5864e-06 5.661395587662109

9.6048e-06 5.714936570076698

9.6232e-06 5.783398654770394

9.6416e-06 5.827160543523749

9.66e-06 5.828764877742111

9.6784e-06 5.788549040994643

9.6968e-06 5.74708621825008

9.7152e-06 5.704357983156387

9.7336e-06 5.703700553149683

9.752e-06 5.7308376351105945

9.7704e-06 5.761258543061577

9.7888e-06 5.759105833373789

9.8072e-06 5.745902888145604

9.8256e-06 5.712713890962858

9.844e-06 5.6845404387689955

9.8624e-06 5.679427788078655

9.8808e-06 5.687240103952004

9.8992e-06 5.691221310052878

9.9176e-06 5.689534251588613

9.936e-06 5.656262016561822

9.9544e-06 5.63151844532183

9.9728e-06 5.6384661034717585

9.9912e-06 5.671111002264018

1.00096e-05 5.694260268024284

1.0028e-05 5.709150549775334

1.00464e-05 5.6901142343541755

1.00648e-05 5.665562637549779

1.00832e-05 5.6626318969186045

1.01016e-05 5.68044892592126

1.012e-05 5.686985141531495

1.01384e-05 5.708090749103416

1.01568e-05 5.728882962672566

1.01752e-05 5.7627424027107095

1.01936e-05 5.792426089299717

1.0212e-05 5.817439299210608

1.02304e-05 5.809036064615196

1.02488e-05 5.776071329199458

1.02672e-05 5.735224494298371

1.02856e-05 5.71244255988627

1.0304e-05 5.718793579068928

1.03224e-05 5.75057388440493

1.03408e-05 5.789015460335202

1.03592e-05 5.826851637033502

1.03776e-05 5.838236034968096

1.0396e-05 5.846084159503692

1.04144e-05 5.841943169870792

1.04328e-05 5.8293824715830755

1.04512e-05 5.78945593298714

1.04696e-05 5.748034446660875

1.0488e-05 5.719484242482008

1.05064e-05 5.723006203037001

1.05248e-05 5.750173910413493

1.05432e-05 5.769610038815449

1.05616e-05 5.744858570931054

1.058e-05 5.708064470553919

1.05984e-05 5.69469928969037

1.06168e-05 5.725486878860172

1.06352e-05 5.766628130892437

1.06536e-05 5.803068154002673

1.0672e-05 5.806858014451533

1.06904e-05 5.818410435849296

1.07088e-05 5.851854406938027

1.07272e-05 5.8730741524349925

1.07456e-05 5.8442963648329815

1.0764e-05 5.770554566070752

1.07824e-05 5.669841267619404

1.08008e-05 5.601517651494102

1.08192e-05 5.579041136252716

1.08376e-05 5.612530623524472

1.0856e-05 5.668897600062996

1.08744e-05 5.739599289149026

1.08928e-05 5.757638404762841

1.09112e-05 5.746050817735603

1.09296e-05 5.730392656703378

1.0948e-05 5.724971615650159

1.09664e-05 5.718627457703465

1.09848e-05 5.712897688564008

1.10032e-05 5.702683578807437

1.10216e-05 5.704173910392284

1.104e-05 5.7337335131657445

1.10584e-05 5.775768347155208

1.10768e-05 5.79831009864081

1.10952e-05 5.800551697899088

1.11136e-05 5.792633252675332

1.1132e-05 5.785326265648291

1.11504e-05 5.764217206178129

1.11688e-05 5.746633797276454

1.11872e-05 5.721791677438108

1.12056e-05 5.701640114914305

1.1224e-05 5.67879388602897

1.12424e-05 5.6751299544591935

1.12608e-05 5.675914023309374

1.12792e-05 5.692363305341639

1.12976e-05 5.716930994860792

1.1316e-05 5.736192116726914

1.13344e-05 5.719833913672669

1.13528e-05 5.677948573208461

1.13712e-05 5.60539026295226

1.13896e-05 5.5643957443733285

1.1408e-05 5.583135319871801

1.14264e-05 5.65977914763465

1.14448e-05 5.732617203337408

1.14632e-05 5.7788753231057

1.14816e-05 5.781202297100491

1.15e-05 5.765856397795561

1.15184e-05 5.757508141548738

1.15368e-05 5.753425066862347

1.15552e-05 5.738100731078185

1.15736e-05 5.723067359379932

1.1592e-05 5.711269561139624

1.16104e-05 5.725940970705165

1.16288e-05 5.77005199283334

1.16472e-05 5.811170278007693

1.16656e-05 5.807753438292642

1.1684e-05 5.772954183085121

1.17024e-05 5.716082574630986

1.17208e-05 5.6778781247927474

1.17392e-05 5.675491168172143

1.17576e-05 5.693513853500315

1.1776e-05 5.683212119919509

1.17944e-05 5.6558907344466975

1.18128e-05 5.635024401011942

1.18312e-05 5.651831561538259

1.18496e-05 5.698403285131722

1.1868e-05 5.745711444199056

1.18864e-05 5.768925376532444

1.19048e-05 5.785931212864528

1.19232e-05 5.807193814571716

1.19416e-05 5.8470932949628915

1.196e-05 5.8718395754652555

1.19784e-05 5.856739707379866

1.19968e-05 5.7822141087995

1.20152e-05 5.688690534736444

1.20336e-05 5.605720292701019

1.2052e-05 5.579417532323602

1.20704e-05 5.6174549397391695

1.20888e-05 5.684478867935037

1.21072e-05 5.731858337398091

1.21256e-05 5.742995733935383

1.2144e-05 5.714595348753926

1.21624e-05 5.694471002648095

1.21808e-05 5.713624068837571

1.21992e-05 5.770883814460313

1.22176e-05 5.811368169372854

1.2236e-05 5.818659639470244

1.22544e-05 5.772555759799986

1.22728e-05 5.702183792197513

1.22912e-05 5.635663226276034

1.23096e-05 5.592334038663999

1.2328e-05 5.570134648282751

1.23464e-05 5.581800784693055

1.23648e-05 5.61573681719505

1.23832e-05 5.659620128595205

1.24016e-05 5.677851706411501

1.242e-05 5.672547928400429

1.24384e-05 5.661492736019362

1.24568e-05 5.655731606078917

1.24752e-05 5.6444928913056485

1.24936e-05 5.63971630492173

1.2512e-05 5.644448600173448

1.25304e-05 5.665827388828573

1.25488e-05 5.694769530016119

1.25672e-05 5.721214905944366

1.25856e-05 5.715408996738554

1.2604e-05 5.699929824129416

1.26224e-05 5.68822467910683

1.26408e-05 5.708169584026039

1.26592e-05 5.758089961089528

1.26776e-05 5.816502385454682

1.2696e-05 5.863949181225909

1.27144e-05 5.893666091661455

1.27328e-05 5.898237024738834

1.27512e-05 5.880816269872746

1.27696e-05 5.846982127559481

1.2788e-05 5.800379297942506

1.28064e-05 5.741863808903865

1.28248e-05 5.710753015146077

1.28432e-05 5.7015874982324

1.28616e-05 5.722866414656209

1.288e-05 5.768309977801123

1.28984e-05 5.817215828899595

1.29168e-05 5.835477701096972

1.29352e-05 5.833858071636642

1.29536e-05 5.820901991959666

1.2972e-05 5.8050409128618545

1.29904e-05 5.800801668735107

1.30088e-05 5.804868646231369

1.30272e-05 5.79378977871997

1.30456e-05 5.769046715012801

1.3064e-05 5.73665407707315

1.30824e-05 5.7129326969604675

1.31008e-05 5.691186168102393

1.31192e-05 5.676689175919358

1.31376e-05 5.669003439759055

1.3156e-05 5.6684654007941155

1.31744e-05 5.651557307503834

1.31928e-05 5.6403014103857965

1.32112e-05 5.656058698422427

1.32296e-05 5.698815666434562

1.3248e-05 5.747094918304378

1.32664e-05 5.778849366439655

1.32848e-05 5.787417386019432

1.33032e-05 5.782309227289733

1.33216e-05 5.785913929536111

1.334e-05 5.8052131743804205

1.33584e-05 5.822714143764916

1.33768e-05 5.819372818440145

1.33952e-05 5.76537943243981

1.34136e-05 5.6888751084902545

1.3432e-05 5.603222287220096

1.34504e-05 5.559343486419957

1.34688e-05 5.569667853651598

1.34872e-05 5.618140261688025

1.35056e-05 5.664035663729528

1.3524e-05 5.685120930991706

1.35424e-05 5.662013776034106

1.35608e-05 5.611470395538054

1.35792e-05 5.565788353863269

1.35976e-05 5.563883535804825

1.3616e-05 5.601687245821565

1.36344e-05 5.665809739128203

1.36528e-05 5.697683739906945

1.36712e-05 5.693663144233245

1.36896e-05 5.680686578222741

1.3708e-05 5.673376419734549

1.37264e-05 5.675729028063267

1.37448e-05 5.675041850065954

1.37632e-05 5.647937676709969

1.37816e-05 5.595221175253038

1.38e-05 5.544240254534429

1.38184e-05 5.5217569667633875

1.38368e-05 5.5479816149659325

1.38552e-05 5.616003917377552

1.38736e-05 5.6772352426158985

1.3892e-05 5.709492096500353

1.39104e-05 5.729563683213583

1.39288e-05 5.743457147050024

1.39472e-05 5.74688611336609

1.39656e-05 5.74893033528847

1.3984e-05 5.740696821815275

1.40024e-05 5.725923506300097

1.40208e-05 5.711593472928549

1.40392e-05 5.705067922470336

1.40576e-05 5.689964850506548

1.4076e-05 5.662040268313181

1.40944e-05 5.639086805503174

1.41128e-05 5.629245064837736

1.41312e-05 5.617241315806186

1.41496e-05 5.616449056120779

1.4168e-05 5.641099183669792

1.41864e-05 5.684338132095943

1.42048e-05 5.730357754974815

1.42232e-05 5.771368988377021

1.42416e-05 5.798249735911692

1.426e-05 5.79937065551082

1.42784e-05 5.781210945814034

1.42968e-05 5.763722755303208

1.43152e-05 5.779887542158584

1.43336e-05 5.8273578918751845

1.4352e-05 5.8722057184672956

1.43704e-05 5.893946046580338

1.43888e-05 5.881462403178311

1.44072e-05 5.845630847051496

1.44256e-05 5.803249089949525

1.4444e-05 5.777854272997892

1.44624e-05 5.759947916431189

1.44808e-05 5.750347815567333

1.44992e-05 5.746677300840895

1.45176e-05 5.727530008651198

1.4536e-05 5.674090235447442

1.45544e-05 5.612646434615314

1.45728e-05 5.572225767141888

1.45912e-05 5.571445054920671

1.46096e-05 5.589812161423674

1.4628e-05 5.615309430476651

1.46464e-05 5.628996358144142

1.46648e-05 5.6418436702907675

1.46832e-05 5.654617582118175

1.47016e-05 5.658489197656915

1.472e-05 5.6647418299513

1.47384e-05 5.657746901373372

1.47568e-05 5.654299249243889

1.47752e-05 5.652760387633639

1.47936e-05 5.644023387619864

1.4812e-05 5.630950186247433

1.48304e-05 5.6417107334566525

1.48488e-05 5.675491168172143

1.48672e-05 5.715347758448298

1.48856e-05 5.751591084213133

1.4904e-05 5.766862231751335

1.49224e-05 5.755883946015589

1.49408e-05 5.738675805445015

1.49592e-05 5.714254107055444

1.49776e-05 5.664900705219819

1.4996e-05 5.614027075103931

1.50144e-05 5.583806945086837

1.50328e-05 5.58583923864624

1.50512e-05 5.624677768548168

1.50696e-05 5.685085751332164

1.5088e-05 5.7326520913099195

1.51064e-05 5.742299191090621

1.51248e-05 5.72758238701112

1.51432e-05 5.6991139662231705

1.51616e-05 5.683898310138914
